type	league	clubIndex	club	playerIndex	player	position	age	overall	nationality	speed	resistance	quality	morale	style	formation	value	wage	uid	provenance
P	eu_denmark	2	FC Copenhagen	7	Zdeněk Pospěch	1	31	73	Unknown	70	77	71	55	0	0	4761000	260000	eu:zdenekpospech	SEASON_APPS_FIFA11
P	eu_denmark	2	FC Copenhagen	8	César Santin	3	29	72	Unknown	76	74	71	55	0	0	4356000	240000	eu:cesarsantin	SEASON_APPS_FIFA11
P	eu_denmark	2	FC Copenhagen	9	Mikael Antonsson	1	29	72	Unknown	73	73	75	55	0	0	4356000	240000	eu:mikaelantonsson	SEASON_APPS_FIFA11
P	eu_denmark	2	FC Copenhagen	10	Claudemir	2	22	71	Unknown	74	74	70	55	0	0	3969000	220000	eu:claudemir	SEASON_APPS_FIFA11
P	eu_denmark	2	FC Copenhagen	11	Cristian Bolaños	2	26	71	Unknown	67	72	76	55	0	0	3969000	220000	eu:cristianbolanos	SEASON_APPS_FIFA11
P	eu_denmark	2	FC Copenhagen	12	Martin Bergvold	2	26	71	Unknown	68	72	75	55	0	0	3969000	220000	eu:martinbergvold	SEASON_APPS_FIFA11
P	eu_denmark	2	FC Copenhagen	13	Morten Nordstrand	3	27	71	Unknown	75	69	73	55	0	0	3969000	220000	eu:mortennordstrand	SEASON_APPS_FIFA11
P	eu_denmark	2	FC Copenhagen	14	Hjalte Nørregaard	2	29	68	Unknown	72	67	68	55	0	0	2916000	160000	eu:hjaltenrregaard	SEASON_APPS_EST_RATING
P	eu_denmark	2	FC Copenhagen	15	Peter Larsson	1	26	70	Unknown	69	72	71	55	0	0	3600000	200000	eu:peterlarsson	SEASON_APPS_FIFA11
P	eu_denmark	2	FC Copenhagen	16	Thomas Kristensen	2	27	67	Unknown	66	69	71	55	0	0	2601000	140000	eu:thomaskristensen	SEASON_APPS_FIFA11
P	eu_denmark	2	FC Copenhagen	17	Thomas Delaney	2	18	63	Unknown	67	65	62	55	0	0	1521000	80000	eu:thomasdelaney	SEASON_APPS_FIFA11
P	eu_denmark	2	FC Copenhagen	18	Søren Frederiksen	3	20	57	Unknown	56	57	55	55	0	0	441000	50000	eu:srenfrederiksen	SEASON_APPS_FIFA11
P	eu_denmark	2	FC Copenhagen	19	Johan Sellberg-Wiland	0	29	75	Unknown	59	75	77	55	0	0	5625000	310000	eu:johansellbergwiland:24011981	SEASON_ARCHIVE_EST_RATING
P	eu_denmark	2	FC Copenhagen	20	Kenneth Zohorè	3	16	67	Unknown	71	63	68	55	0	0	2601000	140000	eu:kennethzohore:31011994	SEASON_ARCHIVE_EST_RATING
T	eu_denmark	3	FC Nordsjælland	-1		-1	2010	0	Denmark	0	0	0	55	55	2	0	0	eu_denmark:3	REGISTRY
P	eu_denmark	3	FC Nordsjælland	0	Anders Due	2	28	69	Unknown	68	69	69	55	0	0	3249000	180000	eu:andersdue	SEASON_APPS_FIFA11
P	eu_denmark	3	FC Nordsjælland	1	Nicolai Stokholm	2	34	68	Unknown	66	70	70	55	0	0	2916000	160000	eu:nicolaistokholm	SEASON_APPS_FIFA11
P	eu_denmark	3	FC Nordsjælland	2	Andreas Laudrup	3	19	66	Unknown	64	63	65	55	0	0	2304000	120000	eu:andreaslaudrup	SEASON_APPS_FIFA11
P	eu_denmark	3	FC Nordsjælland	3	Michael Parkhurst	1	26	66	Unknown	63	71	68	55	0	0	2304000	120000	eu:michaelparkhurst	SEASON_APPS_FIFA11
P	eu_denmark	3	FC Nordsjælland	4	Rawez Lawan	3	22	66	Unknown	65	62	64	55	0	0	2304000	120000	eu:rawezlawan	SEASON_APPS_FIFA11
P	eu_denmark	3	FC Nordsjælland	5	Bajram Fetai	3	24	65	Unknown	65	62	65	55	0	0	2025000	110000	eu:bajramfetai	SEASON_APPS_FIFA11
P	eu_denmark	3	FC Nordsjælland	6	Patrice Bernier	2	30	63	Unknown	61	66	64	55	0	0	1521000	80000	eu:patricebernier	SEASON_APPS_FIFA11
P	eu_denmark	3	FC Nordsjælland	7	Andreas Bjelland	1	22	61	Unknown	58	64	63	55	0	0	1089000	60000	eu:andreasbjelland	SEASON_APPS_FIFA11
P	eu_denmark	3	FC Nordsjælland	8	Henrik Kildentoft	1	25	61	Unknown	58	66	62	55	0	0	1089000	60000	eu:henrikkildentoft	SEASON_APPS_FIFA11
P	eu_denmark	3	FC Nordsjælland	9	Pierre Bengtsson	1	22	61	Unknown	59	63	58	55	0	0	1089000	60000	eu:pierrebengtsson	SEASON_APPS_FIFA11
P	eu_denmark	3	FC Nordsjælland	10	Søren Christensen	2	23	61	Unknown	58	63	60	55	0	0	1089000	60000	eu:srenchristensen	SEASON_APPS_FIFA11
P	eu_denmark	3	FC Nordsjælland	11	Matti Lund Nielsen	2	22	60	Unknown	61	59	63	55	0	0	900000	50000	eu:mattilundnielsen	SEASON_APPS_FIFA11
P	eu_denmark	3	FC Nordsjælland	12	Tobias Mikkelsen	3	23	59	Unknown	61	55	61	55	0	0	729000	50000	eu:tobiasmikkelsen	SEASON_APPS_FIFA11
P	eu_denmark	3	FC Nordsjælland	13	Andreas Granskov	2	24	68	Unknown	65	66	72	55	0	0	2916000	160000	eu:andreasgranskov	UNVERIFIED_ESTIMATED
P	eu_denmark	3	FC Nordsjælland	14	Mads Thomsen	3	21	57	Unknown	55	58	61	55	0	0	441000	50000	eu:madsthomsen	SEASON_APPS_FIFA11
P	eu_denmark	3	FC Nordsjælland	15	Jesper Hansen	0	25	71	Unknown	53	71	76	55	0	0	3969000	220000	eu:jesperhansen:31031985	SEASON_ARCHIVE_EST_RATING
P	eu_denmark	3	FC Nordsjælland	16	David Jensen	0	18	58	Unknown	38	55	59	55	0	0	576000	50000	eu:davidjensen:25031992	SEASON_ARCHIVE_EST_RATING
P	eu_denmark	3	FC Nordsjælland	17	Enoch Adu	2	19	67	Unknown	68	68	69	55	0	0	2601000	140000	eu:enochadu:14091990	SEASON_ARCHIVE_EST_RATING
P	eu_denmark	3	FC Nordsjælland	18	Andreas Granskov-Hansen	3	21	67	Unknown	73	67	71	55	0	0	2601000	140000	eu:andreasgranskovhansen:05031989	SEASON_ARCHIVE_EST_RATING
P	eu_denmark	3	FC Nordsjælland	19	Daniel Jensen	1	25	75	Unknown	73	77	74	55	0	0	5625000	310000	eu:danieljensen:08051985	SEASON_ARCHIVE_EST_RATING
P	eu_denmark	3	FC Nordsjælland	20	Christian Gytkjaer	3	20	64	Unknown	63	61	65	55	0	0	1764000	90000	eu:christiangytkjaer:06051990	SEASON_ARCHIVE_EST_RATING
T	eu_denmark	4	Odense BK	-1		-1	2010	0	Denmark	0	0	0	55	55	2	0	0	eu_denmark:4	REGISTRY
P	eu_denmark	4	Odense BK	0	Peter Utaka	3	26	73	Unknown	76	71	74	55	0	0	4761000	260000	eu:peterutaka	SEASON_APPS_FIFA11
P	eu_denmark	4	Odense BK	1	Eric Djemba-Djemba	2	29	72	Unknown	74	76	76	55	0	0	4356000	240000	eu:ericdjembadjemba	SEASON_APPS_FIFA11
P	eu_denmark	4	Odense BK	2	Atle Roar Håland	1	33	71	Unknown	72	71	69	55	0	0	3969000	220000	eu:atleroarhaland	SEASON_APPS_FIFA11
P	eu_denmark	4	Odense BK	3	Chris Sørensen	1	33	70	Unknown	67	75	69	55	0	0	3600000	200000	eu:chrissrensen	SEASON_APPS_FIFA11
P	eu_denmark	4	Odense BK	4	Espen Ruud	1	26	70	Unknown	67	72	67	55	0	0	3600000	200000	eu:espenruud	SEASON_APPS_FIFA11
P	eu_denmark	4	Odense BK	5	Johan Absalonsen	3	24	70	Unknown	75	67	74	55	0	0	3600000	200000	eu:johanabsalonsen	SEASON_APPS_FIFA11
P	eu_denmark	4	Odense BK	6	Anders Møller Christensen	1	33	69	Unknown	68	71	66	55	0	0	3249000	180000	eu:andersmllerchristensen	SEASON_APPS_EST_RATING
P	eu_denmark	4	Odense BK	7	Cacá	2	27	69	Unknown	66	73	71	55	0	0	3249000	180000	eu:caca	SEASON_APPS_FIFA11
P	eu_denmark	4	Odense BK	8	Andreas Johansson	2	32	68	Unknown	72	66	70	55	0	0	2916000	160000	eu:andreasjohansson	SEASON_APPS_FIFA11
P	eu_denmark	4	Odense BK	9	Hans Henrik Andreasen	2	31	68	Unknown	72	71	73	55	0	0	2916000	160000	eu:hanshenrikandreasen	SEASON_APPS_FIFA11
P	eu_denmark	4	Odense BK	10	Rurik Gíslason	2	22	68	Unknown	72	69	68	55	0	0	2916000	160000	eu:rurikgislason	SEASON_APPS_FIFA11
P	eu_denmark	4	Odense BK	11	Njogu Demba-Nyrén	3	31	67	Unknown	71	68	69	55	0	0	2601000	140000	eu:njogudembanyren	SEASON_APPS_FIFA11
P	eu_denmark	4	Odense BK	12	Jonas Troest	1	25	65	Unknown	64	69	64	55	0	0	2025000	110000	eu:jonastroest	SEASON_APPS_FIFA11
P	eu_denmark	4	Odense BK	13	Thomas Helveg	1	39	64	Unknown	66	64	67	55	0	0	1764000	90000	eu:thomashelveg	SEASON_APPS_FIFA11
P	eu_denmark	4	Odense BK	14	Henrik Toft	3	29	63	Unknown	64	59	61	55	0	0	1521000	80000	eu:henriktoft	SEASON_APPS_FIFA11
P	eu_denmark	4	Odense BK	15	Timmi Johansen	1	23	60	Unknown	54	64	59	55	0	0	900000	50000	eu:timmijohansen	SEASON_APPS_FIFA11
P	eu_denmark	4	Odense BK	16	Roy Carroll	0	32	66	Unknown	52	64	70	55	0	0	2304000	120000	eu:roycarroll:30091977	SEASON_ARCHIVE_EST_RATING
P	eu_denmark	4	Odense BK	17	Stefan Wessels	0	31	63	Unknown	48	65	67	55	0	0	1521000	80000	eu:stefanwessels:28021979	SEASON_ARCHIVE_EST_RATING
P	eu_denmark	4	Odense BK	18	Kalilou Traoré	2	22	67	Unknown	64	65	72	55	0	0	2601000	140000	eu:kaliloutraore:09091987	SEASON_ARCHIVE_EST_RATING
P	eu_denmark	4	Odense BK	19	Bashkim Kadrii	3	19	65	Unknown	71	61	66	55	0	0	2025000	110000	eu:bashkimkadrii:09071991	SEASON_ARCHIVE_EST_RATING
P	eu_denmark	4	Odense BK	20	Oliver Feldballe	3	20	64	Unknown	69	65	63	55	0	0	1764000	90000	eu:oliverfeldballe:03041990	SEASON_ARCHIVE_EST_RATING
T	eu_denmark	5	Brøndby IF	-1		-1	2010	0	Denmark	0	0	0	55	55	2	0	0	eu_denmark:5	REGISTRY
P	eu_denmark	5	Brøndby IF	0	Michael Krohn-Dehli	2	27	73	Unknown	71	77	74	55	0	0	4761000	260000	eu:michaelkrohndehli	SEASON_APPS_FIFA11
P	eu_denmark	5	Brøndby IF	1	Max von Schlebrügge	1	33	71	Unknown	65	73	68	55	0	0	3969000	220000	eu:maxvonschlebrugge	SEASON_APPS_FIFA11
P	eu_denmark	5	Brøndby IF	2	Martin Bernburg	3	24	70	Unknown	68	72	70	55	0	0	3600000	200000	eu:martinbernburg	SEASON_APPS_FIFA11
P	eu_denmark	5	Brøndby IF	3	Alexander Farnerud	2	26	68	Unknown	70	67	67	55	0	0	2916000	160000	eu:alexanderfarnerud	SEASON_APPS_FIFA11
P	eu_denmark	5	Brøndby IF	4	Mikael Nilsson	2	32	68	Unknown	69	67	69	55	0	0	2916000	160000	eu:mikaelnilsson	SEASON_APPS_FIFA11
P	eu_denmark	5	Brøndby IF	5	Mike Jensen	2	22	68	Unknown	64	71	67	55	0	0	2916000	160000	eu:mikejensen	SEASON_APPS_FIFA11
P	eu_denmark	5	Brøndby IF	6	Ousman Jallow	3	21	67	Unknown	73	63	66	55	0	0	2601000	140000	eu:ousmanjallow	SEASON_APPS_FIFA11
P	eu_denmark	5	Brøndby IF	7	Remco van der Schaaf	2	31	67	Unknown	71	68	68	55	0	0	2601000	140000	eu:remcovanderschaaf	SEASON_APPS_FIFA11
P	eu_denmark	5	Brøndby IF	8	Stefán Gíslason	2	30	67	Unknown	68	66	67	55	0	0	2601000	140000	eu:stefangislason	SEASON_APPS_FIFA11
P	eu_denmark	5	Brøndby IF	9	Jan Kristiansen	2	28	66	Unknown	65	68	69	55	0	0	2304000	120000	eu:jankristiansen	SEASON_APPS_FIFA11
P	eu_denmark	5	Brøndby IF	10	Mikkel Bischoff	1	28	66	Unknown	62	67	69	55	0	0	2304000	120000	eu:mikkelbischoff	SEASON_APPS_FIFA11
P	eu_denmark	5	Brøndby IF	11	Peter Madsen	3	32	65	Unknown	70	63	68	55	0	0	2025000	110000	eu:petermadsen	SEASON_APPS_FIFA11
P	eu_denmark	5	Brøndby IF	12	Thomas Rasmussen	2	33	65	Unknown	67	66	66	55	0	0	2025000	110000	eu:thomasrasmussen	SEASON_APPS_FIFA11
P	eu_denmark	5	Brøndby IF	13	Anders Randrup	1	22	64	Unknown	61	68	66	55	0	0	1764000	90000	eu:andersrandrup	SEASON_APPS_FIFA11
P	eu_denmark	5	Brøndby IF	14	Jan Frederiksen	1	28	63	Unknown	65	62	61	55	0	0	1521000	80000	eu:janfrederiksen	SEASON_APPS_FIFA11
P	eu_denmark	5	Brøndby IF	15	Paul Jatta	2	19	58	Unknown	54	59	59	55	0	0	576000	50000	eu:pauljatta	SEASON_APPS_FIFA11
P	eu_denmark	5	Brøndby IF	16	Nicolaj Agger	3	21	57	Unknown	59	58	60	55	0	0	441000	50000	eu:nicolajagger	SEASON_APPS_FIFA11
P	eu_denmark	5	Brøndby IF	17	Stephan Andersen	0	28	69	Unknown	51	68	74	55	0	0	3249000	180000	eu:stephanandersen:26111981	SEASON_ARCHIVE_EST_RATING
P	eu_denmark	5	Brøndby IF	18	Michael Tørnes	0	24	65	Unknown	50	65	66	55	0	0	2025000	110000	eu:michaeltrnes:08011986	SEASON_ARCHIVE_EST_RATING
P	eu_denmark	5	Brøndby IF	19	Daniel Wass	1	21	69	Unknown	64	69	72	55	0	0	3249000	180000	eu:danielwass:31051989	SEASON_ARCHIVE_EST_RATING
P	eu_denmark	5	Brøndby IF	20	Daniel Stenderup	1	21	67	Unknown	64	69	68	55	0	0	2601000	140000	eu:danielstenderup:31051989	SEASON_ARCHIVE_EST_RATING
P	eu_denmark	5	Brøndby IF	21	Jens Stryger Larsen	2	19	66	Unknown	63	68	68	55	0	0	2304000	120000	eu:jensstrygerlarsen:21021991	SEASON_ARCHIVE_EST_RATING
T	eu_finland	0	HJK Helsinki	-1		-1	2010	0	Finland	0	0	0	55	55	2	0	0	eu_finland:0	REGISTRY
P	eu_finland	0	HJK Helsinki	0	Ville Wallén	0	21	64	Unknown	45	63	69	55	0	0	1764000	90000	eu:villewallen	UNVERIFIED_ESTIMATED
P	eu_finland	0	HJK Helsinki	1	Tuomas Kansikas	1	28	57	Unknown	56	61	58	55	0	0	441000	50000	eu:tuomaskansikas	SEASON_APPS_EST_RATING
P	eu_finland	0	HJK Helsinki	2	Sebastian Sorsa	2	26	57	Unknown	61	61	61	55	0	0	441000	50000	eu:sebastiansorsa	SEASON_APPS_EST_RATING
P	eu_finland	0	HJK Helsinki	3	Mathias Lindström	1	29	57	Unknown	56	62	60	55	0	0	441000	50000	eu:mathiaslindstrom	SEASON_APPS_EST_RATING
P	eu_finland	0	HJK Helsinki	4	Cheyne Fowler	1	21	62	Unknown	63	66	62	55	0	0	1296000	70000	eu:cheynefowler	UNVERIFIED_ESTIMATED
P	eu_finland	0	HJK Helsinki	5	Medo	1	21	63	Unknown	60	66	64	55	0	0	1521000	80000	eu:medo	UNVERIFIED_ESTIMATED
P	eu_finland	0	HJK Helsinki	6	Dawda Bah	2	26	63	Unknown	63	63	62	55	0	0	1521000	80000	eu:dawdabah	SEASON_APPS_EST_RATING
P	eu_finland	0	HJK Helsinki	7	Aki Riihilahti	2	33	56	Unknown	53	56	61	55	0	0	324000	50000	eu:akiriihilahti	SEASON_APPS_EST_RATING
P	eu_finland	0	HJK Helsinki	8	Juho Mäkelä	3	26	57	Unknown	58	57	56	55	0	0	441000	50000	eu:juhomakela	SEASON_APPS_EST_RATING
P	eu_finland	0	HJK Helsinki	9	Akseli Pelvas	3	21	59	Unknown	57	56	58	55	0	0	729000	50000	eu:akselipelvas	SEASON_APPS_EST_RATING
P	eu_finland	0	HJK Helsinki	10	Jarno Parikka	3	23	61	Unknown	64	63	61	55	0	0	1089000	60000	eu:jarnoparikka	SEASON_APPS_EST_RATING
P	eu_finland	0	HJK Helsinki	11	Teemu Pukki	3	19	55	Unknown	56	51	56	55	0	0	250000	50000	eu:teemupukki	SEASON_APPS_EST_RATING
P	eu_finland	0	HJK Helsinki	12	Berat Sadik	2	33	65	Unknown	61	68	70	55	0	0	2025000	110000	eu:beratsadik	UNVERIFIED_ESTIMATED
P	eu_finland	0	HJK Helsinki	13	Mikko Sumusalo	1	19	59	Unknown	57	63	62	55	0	0	729000	50000	eu:mikkosumusalo	SEASON_APPS_EST_RATING
P	eu_finland	0	HJK Helsinki	14	Valtteri Moren	1	18	55	Unknown	49	57	55	55	0	0	250000	50000	eu:valtterimoren	SEASON_APPS_EST_RATING
P	eu_finland	0	HJK Helsinki	15	Erfan Zeneli	2	23	61	Unknown	62	60	66	55	0	0	1089000	60000	eu:erfanzeneli	SEASON_APPS_EST_RATING
P	eu_finland	0	HJK Helsinki	16	Alexander Ring	2	18	56	Unknown	56	58	60	55	0	0	324000	50000	eu:alexanderring	SEASON_APPS_EST_RATING
P	eu_finland	0	HJK Helsinki	17	Jani Viander	0	34	57	Unknown	42	55	60	55	0	0	441000	50000	eu:janiviander:18081975	SEASON_ARCHIVE_EST_RATING
P	eu_finland	0	HJK Helsinki	18	Juhani Ojala	1	20	62	Unknown	61	63	61	55	0	0	1296000	70000	eu:juhaniojala:19061989	SEASON_ARCHIVE_EST_RATING
T	eu_greece	0	AEK Athens	-1		-1	2010	0	Greece	0	0	0	55	55	2	0	0	eu_greece:0	REGISTRY
P	eu_greece	0	AEK Athens	0	Sebastián Saja	0	31	72	Unknown	55	75	76	55	0	0	4356000	240000	eu:sebastiansaja	SEASON_APPS_EST_RATING
P	eu_greece	0	AEK Athens	1	Rafik Djebbour	3	26	66	Unknown	67	66	68	55	0	0	2304000	120000	eu:rafikdjebbour	SEASON_APPS_EST_RATING
P	eu_greece	0	AEK Athens	2	Ismael Blanco	3	27	76	Unknown	78	77	79	55	0	0	6084000	330000	eu:ismaelblanco	SEASON_APPS_FIFA11
P	eu_greece	0	AEK Athens	3	Nikos Liberopoulos	3	34	76	Unknown	80	76	76	55	0	0	6084000	330000	eu:nikosliberopoulos	SEASON_APPS_FIFA11
P	eu_greece	0	AEK Athens	4	Papa Bouba Diop	2	32	75	Unknown	77	79	78	55	0	0	5625000	310000	eu:papaboubadiop	SEASON_APPS_FIFA11
P	eu_greece	0	AEK Athens	5	Traianos Dellas	1	34	73	Unknown	70	75	72	55	0	0	4761000	260000	eu:traianosdellas	SEASON_APPS_FIFA11
P	eu_greece	0	AEK Athens	6	Pantelis Kafes	2	32	72	Unknown	70	75	72	55	0	0	4356000	240000	eu:panteliskafes	SEASON_APPS_FIFA11
P	eu_greece	0	AEK Athens	7	Roger Guerreiro	2	28	68	Unknown	69	66	69	55	0	0	2916000	160000	eu:rogerguerreiro	SEASON_APPS_EST_RATING
P	eu_greece	0	AEK Athens	8	Christos Patsatzoglou	1	31	69	Unknown	71	68	66	55	0	0	3249000	180000	eu:christospatsatzoglou	SEASON_APPS_FIFA11
P	eu_greece	0	AEK Athens	9	Grigoris Makos	2	23	68	Unknown	71	67	71	55	0	0	2916000	160000	eu:grigorismakos	SEASON_APPS_FIFA11
P	eu_greece	0	AEK Athens	10	Nacho Scocco	2	32	63	Unknown	63	66	67	55	0	0	1521000	80000	eu:nachoscocco	UNVERIFIED_ESTIMATED
P	eu_greece	0	AEK Athens	11	Leonardo	2	23	70	Unknown	72	70	72	55	0	0	3600000	200000	eu:leonardo	SEASON_APPS_EST_RATING
P	eu_greece	0	AEK Athens	12	Cristian Nasuti	1	27	68	Unknown	68	68	68	55	0	0	2916000	160000	eu:cristiannasuti	SEASON_APPS_EST_RATING
P	eu_greece	0	AEK Athens	13	Giorgos Manolas	2	26	64	Unknown	60	67	65	55	0	0	1764000	90000	eu:giorgosmanolas	UNVERIFIED_ESTIMATED
P	eu_greece	0	AEK Athens	14	Nikos Georgeas	1	33	65	Unknown	59	68	67	55	0	0	2025000	110000	eu:nikosgeorgeas	SEASON_APPS_EST_RATING
P	eu_greece	0	AEK Athens	15	Carlos Araujo	1	28	62	Unknown	58	66	65	55	0	0	1296000	70000	eu:carlosaraujo	SEASON_APPS_EST_RATING
P	eu_greece	0	AEK Athens	16	Ignacio Scocco	3	25	72	Unknown	70	72	76	55	0	0	4356000	240000	eu:ignacioscocco:29051985	SEASON_ARCHIVE_EST_RATING
P	eu_greece	0	AEK Athens	17	Panagiotis Lagos	2	25	72	Unknown	76	74	71	55	0	0	4356000	240000	eu:panagiotislagos:18071985	SEASON_ARCHIVE_EST_RATING
P	eu_greece	0	AEK Athens	18	Konstantinos Manolas	1	19	69	Unknown	67	70	72	55	0	0	3249000	180000	eu:konstantinosmanolas:14061991	SEASON_ARCHIVE_EST_RATING
P	eu_greece	0	AEK Athens	19	Nikos Karabelas	1	25	70	Unknown	71	74	71	55	0	0	3600000	200000	eu:nikoskarabelas:20121984	SEASON_ARCHIVE_EST_RATING
P	eu_greece	0	AEK Athens	20	Sanel Jahić	1	28	68	Unknown	65	68	66	55	0	0	2916000	160000	eu:saneljahic:10121981	SEASON_ARCHIVE_EST_RATING
P	eu_greece	0	AEK Athens	21	Nathan Burns	3	22	67	Unknown	73	67	66	55	0	0	2601000	140000	eu:nathanburns:07051988	SEASON_ARCHIVE_EST_RATING
P	eu_greece	0	AEK Athens	22	Savvas Gentsoglou	2	19	66	Unknown	66	65	71	55	0	0	2304000	120000	eu:savvasgentsoglou:19091990	SEASON_ARCHIVE_EST_RATING
P	eu_greece	0	AEK Athens	23	Nabil Baha	3	28	71	Unknown	77	73	74	55	0	0	3969000	220000	eu:nabilbaha:12081981	SEASON_ARCHIVE_EST_RATING
T	eu_greece	1	Aris Thessaloniki	-1		-1	2010	0	Greece	0	0	0	55	55	2	0	0	eu_greece:1	REGISTRY
P	eu_greece	1	Aris Thessaloniki	0	Michalis Sifakis	0	25	69	Unknown	50	68	71	55	0	0	3249000	180000	eu:michalissifakis	SEASON_APPS_EST_RATING
P	eu_greece	1	Aris Thessaloniki	1	Markos Vellidis	0	23	61	Unknown	47	60	66	55	0	0	1089000	60000	eu:markosvellidis	SEASON_APPS_EST_RATING
P	eu_greece	1	Aris Thessaloniki	2	Michal Peškovič	1	31	64	Unknown	63	66	66	55	0	0	1764000	90000	eu:michalpeskovic	UNVERIFIED_ESTIMATED
P	eu_greece	1	Aris Thessaloniki	3	Ronaldo Guiaro	1	36	65	Unknown	64	66	67	55	0	0	2025000	110000	eu:ronaldoguiaro	SEASON_APPS_EST_RATING
P	eu_greece	1	Aris Thessaloniki	4	Kristi Vangjeli	1	24	68	Unknown	62	71	68	55	0	0	2916000	160000	eu:kristivangjeli	SEASON_APPS_EST_RATING
P	eu_greece	1	Aris Thessaloniki	5	Neto	1	29	68	Unknown	66	69	70	55	0	0	2916000	160000	eu:neto	SEASON_APPS_EST_RATING
P	eu_greece	1	Aris Thessaloniki	6	Nikolaos Lazaridis	1	31	69	Unknown	70	69	71	55	0	0	3249000	180000	eu:nikolaoslazaridis	SEASON_APPS_EST_RATING
P	eu_greece	1	Aris Thessaloniki	7	Juan Carlos Toja	2	25	69	Unknown	68	70	70	55	0	0	3249000	180000	eu:juancarlostoja	SEASON_APPS_EST_RATING
P	eu_greece	1	Aris Thessaloniki	8	Ricardo Faty	2	23	67	Unknown	68	69	69	55	0	0	2601000	140000	eu:ricardofaty	SEASON_APPS_EST_RATING
P	eu_greece	1	Aris Thessaloniki	9	Mehdi Nafti	2	31	63	Unknown	59	62	66	55	0	0	1521000	80000	eu:mehdinafti	SEASON_APPS_EST_RATING
P	eu_greece	1	Aris Thessaloniki	10	Javito	3	26	67	Unknown	72	65	66	55	0	0	2601000	140000	eu:javito	SEASON_APPS_EST_RATING
P	eu_greece	1	Aris Thessaloniki	11	Toni Calvo	2	23	64	Unknown	64	65	67	55	0	0	1764000	90000	eu:tonicalvo	SEASON_APPS_EST_RATING
P	eu_greece	1	Aris Thessaloniki	12	Danijel Cesarec	3	27	68	Unknown	71	68	68	55	0	0	2916000	160000	eu:danijelcesarec	SEASON_APPS_EST_RATING
P	eu_greece	1	Aris Thessaloniki	13	Nery Castillo	2	26	63	Unknown	61	67	66	55	0	0	1521000	80000	eu:nerycastillo	SEASON_APPS_EST_RATING
P	eu_greece	1	Aris Thessaloniki	14	Carlos Ruiz	3	30	66	Unknown	70	63	67	55	0	0	2304000	120000	eu:carlosruiz	SEASON_APPS_EST_RATING
P	eu_greece	1	Aris Thessaloniki	15	Sakata Daisuke	3	20	66	Unknown	72	63	68	55	0	0	2304000	120000	eu:sakatadaisuke	UNVERIFIED_ESTIMATED
P	eu_greece	1	Aris Thessaloniki	16	Kostas Mendrinos	2	25	66	Unknown	66	66	66	55	0	0	2304000	120000	eu:kostasmendrinos	SEASON_APPS_EST_RATING
P	eu_greece	1	Aris Thessaloniki	17	Athanasios Prittas	2	31	65	Unknown	68	63	70	55	0	0	2025000	110000	eu:athanasiosprittas:09011979	SEASON_ARCHIVE_EST_RATING
T	eu_greece	2	Asteras Tripolis	-1		-1	2010	0	Greece	0	0	0	55	55	2	0	0	eu_greece:2	REGISTRY
P	eu_greece	2	Asteras Tripolis	0	Matías Degra	0	27	67	Unknown	49	68	71	55	0	0	2601000	140000	eu:matiasdegra	SEASON_APPS_EST_RATING
P	eu_greece	2	Asteras Tripolis	1	Nikos Anastasopoulos	0	30	62	Unknown	48	62	65	55	0	0	1296000	70000	eu:nikosanastasopoulos	SEASON_APPS_EST_RATING
P	eu_greece	2	Asteras Tripolis	2	Rubén Pulido	1	31	65	Unknown	60	65	68	55	0	0	2025000	110000	eu:rubenpulido	SEASON_APPS_EST_RATING
P	eu_greece	2	Asteras Tripolis	3	Sebastián Bartolini	1	28	64	Unknown	62	63	66	55	0	0	1764000	90000	eu:sebastianbartolini	SEASON_APPS_EST_RATING
P	eu_greece	2	Asteras Tripolis	4	Bruno Urribarri	1	23	66	Unknown	63	70	67	55	0	0	2304000	120000	eu:brunourribarri	SEASON_APPS_EST_RATING
P	eu_greece	2	Asteras Tripolis	5	Ximo Navarro	1	31	68	Unknown	70	72	65	55	0	0	2916000	160000	eu:ximonavarro	UNVERIFIED_ESTIMATED
P	eu_greece	2	Asteras Tripolis	6	Christos Pipinis	1	25	61	Unknown	56	60	64	55	0	0	1089000	60000	eu:christospipinis	SEASON_APPS_EST_RATING
P	eu_greece	2	Asteras Tripolis	7	Horacio Cardozo	2	30	60	Unknown	62	62	60	55	0	0	900000	50000	eu:horaciocardozo	SEASON_APPS_EST_RATING
P	eu_greece	2	Asteras Tripolis	8	Fernando Usero	2	31	65	Unknown	64	67	66	55	0	0	2025000	110000	eu:fernandousero	UNVERIFIED_ESTIMATED
P	eu_greece	2	Asteras Tripolis	9	Sebastián Carrera	2	32	65	Unknown	66	66	69	55	0	0	2025000	110000	eu:sebastiancarrera	SEASON_APPS_EST_RATING
P	eu_greece	2	Asteras Tripolis	10	Rogerio Martins	2	25	68	Unknown	70	68	71	55	0	0	2916000	160000	eu:rogeriomartins	SEASON_APPS_EST_RATING
P	eu_greece	2	Asteras Tripolis	11	Frédéric Nimani	2	31	64	Unknown	62	62	63	55	0	0	1764000	90000	eu:fredericnimani	UNVERIFIED_ESTIMATED
P	eu_greece	2	Asteras Tripolis	12	Daniel Césarec	2	27	62	Unknown	62	66	64	55	0	0	1296000	70000	eu:danielcesarec	UNVERIFIED_ESTIMATED
