league	club	playerIndex	player	age	value	wage	method
en	West Brom	378	Tchoyi	27	1600000	100000	fifa11-club
en	West Brom	375	Mulumbu	23	1300000	100000	fifa11-club
en	West Brom	377	Thomas	27	1100000	100000	fifa11-club
en	West Brom	478	Cox	23	2200000	150000	audited-addition
en	West Brom	479	Fortune	29	1500000	100000	audited-addition
en	West Brom	480	Meite	29	1100000	100000	audited-addition
en	West Brom	481	Barnes	22	1300000	100000	audited-addition
en	Blackpool	390	Gilks	28	2400000	200000	fifa11-club
en	Blackpool	388	Baptiste	24	1900000	150000	fifa11-club
en	Blackpool	381	Cathcart	21	1900000	150000	fifa11-club
en	Blackpool	382	Eardley	21	1900000	150000	fifa11-club
en	Blackpool	384	Evatt	28	1400000	100000	fifa11-club
en	Blackpool	383	Crainey	29	1100000	100000	fifa11-club
en	Blackpool	387	Adam	24	4900000	350000	fifa11-club
en	Blackpool	385	Vaughan	27	1600000	100000	fifa11-club
en	Blackpool	395	Taylor-Fletcher	29	1000000	100000	fifa11-club
en	Blackpool	392	Campbell	28	2700000	200000	fifa11-club
en	Blackpool	389	Harewood	31	2000000	150000	fifa11-club
en	Blackpool	380	Kingson	32	1200000	100000	appearance-db
en	Blackpool	399	Basham	22	1000000	100000	fifa11-club
en	Blackpool	393	Keinan	25	800000	50000	fifa11-club
en	Blackpool	396	Sylvestre	26	900000	50000	fifa11-club
en	Blackpool	397	Carney	27	700000	50000	fifa11-club
en	Blackpool	398	Southern	29	600000	50000	fifa11-club
en	Blackpool	391	Grandin	22	900000	50000	fifa11-club
en	Blackpool	386	Varney	27	1300000	100000	fifa11-club
en	Blackpool	394	Ormerod	33	600000	50000	fifa11-club
en	Blackpool	482	Rachubka	29	1000000	100000	audited-addition
en	Blackpool	483	R. Edwards	27	1500000	100000	audited-addition
en	Blackpool	484	M. Phillips	19	1000000	100000	audited-addition
en	Blackpool	485	B. Clarke	22	1000000	100000	audited-addition
es	Barcelona	0	Valdes	28	24200000	1800000	fifa11-club
es	Barcelona	1	Alves	27	34600000	2600000	fifa11-club
es	Barcelona	2	Puyol	32	21700000	1650000	fifa11-club
es	Barcelona	3	Pique	23	36300000	2700000	fifa11-club
es	Barcelona	4	Abidal	31	9200000	700000	fifa11-club
es	Barcelona	6	Xavi	30	43500000	3250000	fifa11-club
es	Barcelona	5	Iniesta	26	55100000	4150000	fifa11-club
es	Barcelona	11	Busquets	22	34400000	2600000	fifa11-club
es	Barcelona	7	Messi	23	94200000	7050000	fifa11-club
es	Barcelona	8	Villa	28	40000000	3000000	fifa11-club
es	Barcelona	15	Pedro	23	34900000	2600000	fifa11-club
es	Barcelona	12	Pinto	34	2400000	200000	fifa11-club
es	Barcelona	13	Maxwell	29	5600000	400000	fifa11-club
es	Barcelona	14	Milito	29	5600000	400000	fifa11-club
es	Barcelona	19	Adriano	25	7500000	550000	fifa11-club
es	Barcelona	9	Mascherano	26	23900000	1800000	fifa11-club
es	Barcelona	16	Keita	30	5400000	400000	fifa11-club
es	Barcelona	17	Thiago	19	7400000	550000	fifa11-club
es	Barcelona	18	Bojan	20	9400000	700000	fifa11-club
es	Barcelona	10	Jeffren	22	5400000	400000	fifa11-club
es	Barcelona	400	Fontas	20	5100000	400000	audited-addition
es	Barcelona	401	J. dos Santos	20	6300000	450000	audited-addition
es	Barcelona	402	Bartra	19	4300000	300000	audited-addition
es	Real Madrid	20	Casillas	29	42800000	3200000	fifa11-club
es	Real Madrid	21	Ramos	24	40800000	3050000	fifa11-club
es	Real Madrid	38	Carvalho	32	16400000	1250000	fifa11-club
es	Real Madrid	23	Pepe	27	23600000	1750000	fifa11-club
es	Real Madrid	24	Marcelo	22	25900000	1950000	fifa11-club
es	Real Madrid	25	Xabi Alonso	28	38500000	2900000	fifa11-club
es	Real Madrid	36	Ozil	21	52700000	3950000	fifa11-club
es	Real Madrid	26	Di Maria	22	46500000	3500000	fifa11-club
es	Real Madrid	27	Ronaldo	25	89700000	6750000	fifa11-club
es	Real Madrid	29	Benzema	22	47300000	3550000	fifa11-club
es	Real Madrid	30	Higuain	22	32200000	2400000	fifa11-club
es	Real Madrid	31	Dudek	37	1900000	150000	fifa11-club
es	Real Madrid	22	Albiol	24	10600000	800000	fifa11-club
es	Real Madrid	32	Arbeloa	27	6500000	500000	fifa11-club
es	Real Madrid	34	Garay	23	7100000	550000	fifa11-club
es	Real Madrid	37	Khedira	23	23500000	1750000	fifa11-club
es	Real Madrid	28	Kaka	28	17800000	1350000	fifa11-club
es	Real Madrid	35	Lass	25	11200000	850000	fifa11-club
es	Real Madrid	33	P. Leon	23	6700000	500000	fifa11-club
es	Real Madrid	39	Canales	19	7400000	550000	fifa11-club
es	Real Madrid	403	Granero	23	13400000	1000000	audited-addition
es	Real Madrid	404	Gago	24	11500000	850000	audited-addition
es	Real Madrid	405	M. Diarra	25	14400000	1100000	audited-addition
es	Real Madrid	406	Adan	23	1900000	150000	audited-addition
es	Real Madrid	407	Mateos	23	2000000	150000	audited-addition
es	Sevilla	40	Palop	36	5900000	450000	fifa11-club
es	Sevilla	41	Navarro	28	6100000	450000	fifa11-club
es	Sevilla	44	Escude	31	4600000	350000	fifa11-club
es	Sevilla	42	Dabo	23	7100000	550000	fifa11-club
es	Sevilla	43	Caceres	23	6300000	450000	fifa11-club
es	Sevilla	48	Navas	24	14800000	1100000	fifa11-club
es	Sevilla	47	Perotti	22	12000000	900000	fifa11-club
es	Sevilla	46	Renato	31	4900000	350000	fifa11-club
es	Sevilla	45	Zokora	29	6100000	450000	fifa11-club
es	Sevilla	56	Negredo	25	17200000	1300000	fifa11-club
es	Sevilla	49	Kanoute	32	6300000	450000	fifa11-club
es	Sevilla	51	Varas	27	2800000	200000	fifa11-club
es	Sevilla	53	Fazio	23	3600000	250000	fifa11-club
es	Sevilla	52	Konko	26	3200000	250000	fifa11-club
es	Sevilla	57	Cigarini	24	4900000	350000	fifa11-club
es	Sevilla	55	Capel	22	5200000	400000	fifa11-club
es	Sevilla	59	Romaric	27	2800000	200000	fifa11-club
es	Sevilla	54	Guarente	24	3000000	200000	fifa11-club
es	Sevilla	50	Luis Fabiano	29	6200000	450000	fifa11-club
es	Sevilla	58	Rodri	20	3700000	300000	fifa11-club
es	Sevilla	408	Alexis	25	5300000	400000	audited-addition
es	Sevilla	409	Acosta	22	2200000	150000	audited-addition
es	Sevilla	410	Alfaro	23	4200000	300000	audited-addition
es	Sevilla	411	Luna	19	1700000	150000	audited-addition
es	Atl. Madrid	60	De Gea	19	20300000	1500000	fifa11-club
es	Atl. Madrid	78	Godin	24	15400000	1150000	fifa11-club
es	Atl. Madrid	61	Perea	31	5500000	400000	fifa11-club
es	Atl. Madrid	62	Dominguez	21	8300000	600000	fifa11-club
es	Atl. Madrid	63	Ujfalusi	32	4100000	300000	fifa11-club
es	Atl. Madrid	65	Assuncao	30	5400000	400000	fifa11-club
es	Atl. Madrid	66	Reyes	26	7500000	550000	fifa11-club
es	Atl. Madrid	75	Tiago	29	4100000	300000	fifa11-club
es	Atl. Madrid	68	Aguero	22	72000000	5400000	fifa11-club
es	Atl. Madrid	67	Forlan	31	20300000	1500000	fifa11-club
es	Atl. Madrid	69	D. Costa	21	11000000	800000	fifa11-club
es	Atl. Madrid	73	Asenjo	21	4000000	300000	fifa11-club
es	Atl. Madrid	64	Lopez	28	5400000	400000	fifa11-club
es	Atl. Madrid	74	Filipe Luis	25	5300000	400000	fifa11-club
es	Atl. Madrid	79	Valera	25	4500000	350000	fifa11-club
es	Atl. Madrid	72	Koke	18	5600000	400000	fifa11-club
es	Atl. Madrid	77	Suarez	23	5000000	400000	fifa11-club
es	Atl. Madrid	71	Simao	30	2700000	200000	fifa11-club
es	Atl. Madrid	76	Camacho	20	4500000	350000	fifa11-club
es	Atl. Madrid	70	Salvio	20	9400000	700000	fifa11-unique
es	Atl. Madrid	412	Raul Garcia	24	7400000	550000	audited-addition
es	Atl. Madrid	413	Fran Merida	20	6300000	450000	audited-addition
es	Atl. Madrid	414	Juanito	34	2200000	150000	audited-addition
es	Atl. Madrid	415	Joel	20	1200000	100000	audited-addition
es	Villarreal	80	Lopez	28	10800000	800000	fifa11-club
es	Villarreal	84	Capdevila	32	4900000	350000	fifa11-club
es	Villarreal	83	Gonzalo	26	8400000	650000	fifa11-club
es	Villarreal	81	Angel	29	6700000	500000	fifa11-club
es	Villarreal	82	Marchena	31	4600000	350000	fifa11-club
es	Villarreal	87	Cazorla	25	28800000	2150000	fifa11-club
es	Villarreal	86	Valero	25	14400000	1100000	fifa11-club
es	Villarreal	88	Cani	29	7100000	550000	fifa11-club
es	Villarreal	85	Senna	34	3000000	200000	fifa11-club
es	Villarreal	90	Rossi	23	34900000	2600000	fifa11-club
es	Villarreal	89	Nilmar	26	17900000	1350000	fifa11-club
es	Villarreal	91	Oliva	34	2200000	150000	fifa11-club
es	Villarreal	92	Musacchio	20	6800000	500000	fifa11-club
es	Villarreal	97	M. Gaspar	19	5200000	400000	fifa11-club
es	Villarreal	94	Kiko	22	4000000	300000	fifa11-club
es	Villarreal	95	Catala	25	3400000	250000	fifa11-club
es	Villarreal	93	Bruno	26	6700000	500000	fifa11-club
es	Villarreal	96	Matilla	22	5200000	400000	fifa11-club
es	Villarreal	98	Montero	20	6600000	500000	fifa11-club
es	Villarreal	99	Ruben	23	5200000	400000	fifa11-club
es	Villarreal	416	Altidore	20	8400000	650000	audited-addition
es	Villarreal	417	J. Oriol	23	3600000	250000	audited-addition
es	Villarreal	418	Juan Carlos	23	3400000	250000	audited-addition
es	Valencia	100	Cesar	38	7100000	550000	fifa11-club
es	Valencia	102	J. Alba	21	13200000	1000000	fifa11-club
es	Valencia	104	Mathieu	26	11200000	850000	fifa11-club
es	Valencia	103	R. Costa	29	6700000	500000	fifa11-club
es	Valencia	108	Mata	22	28600000	2150000	fifa11-club
es	Valencia	107	Hernandez	25	16600000	1250000	fifa11-club
es	Valencia	105	Topal	24	16400000	1250000	fifa11-club
es	Valencia	106	Banega	22	17200000	1300000	fifa11-club
es	Valencia	101	Albelda	32	7000000	500000	fifa11-club
es	Valencia	110	Soldado	25	23300000	1750000	fifa11-club
es	Valencia	109	Aduriz	29	12300000	900000	fifa11-club
es	Valencia	119	Guaita	23	7700000	600000	fifa11-club
es	Valencia	111	Moya	26	4300000	300000	fifa11-club
es	Valencia	112	Dealbert	27	4600000	350000	fifa11-club
es	Valencia	113	Miguel	30	3600000	250000	fifa11-club
es	Valencia	114	Maduro	25	4500000	350000	fifa11-club
es	Valencia	116	Joaquin	29	8300000	600000	fifa11-club
es	Valencia	117	Feghouli	20	7200000	550000	fifa11-club
es	Valencia	118	T. Costa	25	5600000	400000	fifa11-club
es	Valencia	115	Vicente	29	3600000	250000	fifa11-club
es	Valencia	419	Stankevicius	29	4500000	350000	audited-addition
es	Valencia	420	D. Navarro	30	6100000	450000	audited-addition
es	Valencia	421	M. Fernandes	24	8200000	600000	audited-addition
es	Valencia	422	Isco	18	4200000	300000	audited-addition
es	Valencia	423	Paco Alcacer	17	3000000	200000	audited-addition
es	Deportivo	120	Aranzubia	30	1800000	150000	fifa11-club
es	Deportivo	122	Castro	27	2900000	200000	fifa11-club
es	Deportivo	123	Lopo	30	2000000	150000	fifa11-club
es	Deportivo	121	Morel	32	1000000	100000	fifa11-club
es	Deportivo	124	Aythami	24	1900000	150000	fifa11-club
es	Deportivo	128	Valeron	35	2000000	150000	fifa11-club
es	Deportivo	126	Rodriguez	28	2900000	200000	fifa11-club
es	Deportivo	125	Guardado	23	3500000	250000	fifa11-club
es	Deportivo	127	Perez	21	2600000	200000	fifa11-club
es	Deportivo	129	Adrian	22	4500000	350000	fifa11-club
es	Deportivo	130	Riki	30	2800000	200000	fifa11-club
es	Deportivo	131	Manu	24	900000	50000	fifa11-club
es	Deportivo	132	Colotto	29	700000	50000	fifa11-club
es	Deportivo	136	Desmarets	31	900000	50000	fifa11-club
es	Deportivo	134	Juca	30	900000	50000	fifa11-club
es	Deportivo	138	Saul	25	1400000	100000	fifa11-club
es	Deportivo	137	Tomas	25	1000000	100000	fifa11-club
es	Deportivo	133	Michel	22	900000	50000	fifa11-club
es	Deportivo	135	Urreta	20	900000	50000	fifa11-club
es	Deportivo	139	Lassad	24	2600000	200000	fifa11-club
es	Deportivo	424	Manuel Pablo	34	1100000	100000	audited-addition
es	Deportivo	425	Laure	25	1300000	100000	audited-addition
es	Deportivo	426	Ze Castro	27	1500000	100000	audited-addition
es	Deportivo	427	J. Dominguez	20	1600000	100000	audited-addition
es	Malaga	428	Galatto	27	2100000	150000	audited-addition
es	Malaga	143	Weligton	31	1600000	100000	fifa11-club
es	Malaga	141	Gamez	25	2300000	150000	fifa11-club
es	Malaga	144	Mtiliga	29	1700000	150000	fifa11-club
es	Malaga	142	Kris	25	1900000	150000	fifa11-club
es	Malaga	145	Apono	26	3700000	300000	fifa11-club
es	Malaga	146	Torres	21	3700000	300000	fifa11-club
es	Malaga	147	Valdo	29	2700000	200000	fifa11-unique
es	Malaga	148	Lolo	26	3000000	200000	audited-retained
es	Malaga	150	Silva	26	3000000	200000	fifa11-club
es	Malaga	152	Rondon	20	8400000	650000	fifa11-club
es	Malaga	151	Arnau	35	500000	50000	fifa11-club
es	Malaga	157	Juanito	30	900000	50000	fifa11-club
es	Malaga	154	Cuadrado	29	800000	50000	audited-retained
es	Malaga	153	Eliseu	26	1300000	100000	fifa11-club
es	Malaga	156	Fernando	31	700000	50000	fifa11-club
es	Malaga	155	Quincy	24	1300000	100000	fifa11-club
es	Malaga	159	Pablo	32	700000	50000	audited-retained
es	Malaga	149	Baha	29	2500000	200000	fifa11-club
es	Malaga	158	Fernandez	25	1500000	100000	fifa11-club
es	Malaga	429	Ruben	26	1300000	100000	audited-addition
es	Malaga	430	Juanmi	17	3500000	250000	audited-addition
es	Malaga	431	Recio	19	2800000	200000	audited-addition
es	Malaga	432	Portillo	20	1000000	100000	audited-addition
es	Malaga	433	Duda	30	3800000	300000	audited-addition
es	Mallorca	160	Aouate	32	4400000	350000	fifa11-club
es	Mallorca	162	Ramis	25	5300000	400000	fifa11-club
es	Mallorca	163	Nunes	33	2200000	150000	fifa11-club
es	Mallorca	161	Ximo	20	3000000	200000	fifa11-club
es	Mallorca	170	Corrales	28	1800000	150000	fifa11-club
es	Mallorca	164	Josemi	25	1700000	150000	audited-retained
es	Mallorca	176	De Guzman	22	6900000	500000	fifa11-club
es	Mallorca	165	Marti	35	1700000	150000	fifa11-club
es	Mallorca	167	Castro	25	4000000	300000	fifa11-club
es	Mallorca	178	Nsue	20	5600000	400000	fifa11-club
es	Mallorca	168	Webo	28	3300000	250000	fifa11-club
es	Mallorca	171	Lux	28	1000000	100000	fifa11-club
es	Mallorca	172	Nadal	21	800000	50000	fifa11-club
es	Mallorca	174	K. Garcia	20	1300000	100000	appearance-db
es	Mallorca	173	Alvarez	33	500000	50000	audited-retained
es	Mallorca	166	Ayoze	28	1600000	100000	fifa11-club
es	Mallorca	175	Tuni	28	800000	50000	fifa11-club
es	Mallorca	179	Varela	27	600000	50000	audited-retained
es	Mallorca	169	Cavenaghi	26	3100000	250000	fifa11-club
es	Mallorca	177	Victor	25	1700000	150000	fifa11-club
es	Mallorca	434	Cendros	23	2000000	150000	audited-addition
es	Mallorca	435	Pereira	22	1300000	100000	audited-addition
es	Mallorca	436	Pina	22	1500000	100000	audited-addition
es	Mallorca	437	Joao Victor	21	1500000	100000	audited-addition
es	Espanyol	191	Alvarez	24	5300000	400000	fifa11-club
es	Espanyol	197	Vila	21	3700000	300000	fifa11-club
es	Espanyol	184	Amat	18	2000000	150000	fifa11-club
es	Espanyol	183	Forlin	22	3200000	250000	fifa11-club
es	Espanyol	182	Ruiz	21	2900000	200000	fifa11-club
es	Espanyol	187	Garcia	29	4100000	300000	fifa11-club
es	Espanyol	186	J. Marquez	24	3700000	300000	fifa11-club
es	Espanyol	185	Baena	21	3100000	250000	fifa11-club
es	Espanyol	190	Osvaldo	24	7700000	600000	fifa11-club
es	Espanyol	189	Alonso	31	3600000	250000	fifa11-club
es	Espanyol	188	S. Garcia	27	4300000	300000	fifa11-club
es	Espanyol	180	Kameni	26	3200000	250000	fifa11-club
es	Espanyol	181	J. Lopez	24	2300000	150000	fifa11-club
es	Espanyol	192	Chica	25	900000	50000	fifa11-club
es	Espanyol	193	Verdu	27	2100000	150000	fifa11-club
es	Espanyol	195	Marquez	24	1600000	100000	fifa11-club
es	Espanyol	196	Silva	24	1200000	100000	audited-retained
es	Espanyol	199	Callejon	23	2600000	200000	fifa11-club
es	Espanyol	194	Vazquez	19	1700000	150000	appearance-db
es	Espanyol	198	Sanchez	31	800000	50000	audited-retained
es	Espanyol	438	C. Alvarez	24	2600000	200000	audited-addition
es	Espanyol	439	Javi Lopez	24	1400000	100000	audited-addition
es	Espanyol	440	Duscher	31	2900000	200000	audited-addition
es	Espanyol	441	Datolo	26	5200000	400000	audited-addition
es	Almeria	200	Alves	25	10300000	750000	fifa11-club
es	Almeria	201	Michel	20	3000000	200000	fifa11-club
es	Almeria	212	C. Garcia	26	2500000	200000	fifa11-club
es	Almeria	202	M. Silva	21	1900000	150000	fifa11-club
es	Almeria	203	Pellerano	26	1400000	100000	fifa11-club
es	Almeria	219	Bernardello	24	3300000	250000	fifa11-club
es	Almeria	208	Crusat	28	2300000	150000	fifa11-club
es	Almeria	206	Ortiz	33	900000	50000	fifa11-club
es	Almeria	205	Vargas	30	1100000	100000	fifa11-club
es	Almeria	210	Piatti	21	6400000	500000	fifa11-club
es	Almeria	209	Uche	27	3300000	250000	fifa11-club
es	Almeria	211	Esteban	35	500000	50000	fifa11-club
es	Almeria	204	Jakobsen	24	900000	50000	fifa11-club
es	Almeria	213	Acasiete	32	300000	50000	fifa11-club
es	Almeria	207	Corona	29	1000000	100000	fifa11-club
es	Almeria	215	Nieto	24	700000	50000	fifa11-club
es	Almeria	214	Soriano	26	600000	50000	audited-retained
es	Almeria	218	M'Bami	27	400000	50000	fifa11-club
es	Almeria	217	Ulloa	24	3000000	200000	fifa11-club
es	Almeria	216	Goitom	25	800000	50000	fifa11-club
es	Almeria	442	Juanito	23	2900000	200000	audited-addition
es	Almeria	443	Luna	23	2000000	150000	audited-addition
es	Almeria	444	Diego Garcia	24	1100000	100000	audited-addition
es	Racing	220	Tono	30	1500000	100000	fifa11-club
es	Racing	224	Cisma	28	2700000	200000	fifa11-club
es	Racing	222	Henrique	23	3200000	250000	fifa11-club
es	Racing	221	Francis	28	2100000	150000	fifa11-club
es	Racing	233	Osmar	22	1800000	150000	fifa11-club
es	Racing	229	Bakircioglu	29	3600000	250000	fifa11-club
es	Racing	225	Munitis	35	1500000	100000	fifa11-club
es	Racing	228	Serrano	28	3200000	250000	fifa11-club
es	Racing	226	Lacen	26	3400000	250000	fifa11-club
es	Racing	227	Colsa	31	1700000	150000	fifa11-club
es	Racing	230	Rosenberg	27	3300000	250000	fifa11-club
es	Racing	231	Coltorti	29	600000	50000	fifa11-club
es	Racing	223	Torrejon	24	1500000	100000	fifa11-club
es	Racing	232	Pinillos	36	200000	50000	fifa11-club
es	Racing	238	Cristian	24	800000	50000	fifa11-club
es	Racing	236	Diop	24	1600000	100000	fifa11-club
es	Racing	234	Adrian	22	1500000	100000	fifa11-club
es	Racing	235	Arana	25	1200000	100000	fifa11-club
es	Racing	237	Bolado	21	2100000	150000	fifa11-club
es	Racing	239	Nahuelpan	23	1500000	100000	fifa11-club
es	Racing	445	Tziolis	25	2000000	150000	audited-addition
es	Racing	446	Waldo Ponce	27	2000000	150000	audited-addition
es	Racing	447	M. Fernandez	24	1500000	100000	audited-addition
es	Racing	448	Ramon Arcas	19	1600000	100000	audited-addition
es	Ath. Bilbao	240	Iraizoz	29	4500000	350000	fifa11-club
es	Ath. Bilbao	241	Iraola	28	8500000	650000	fifa11-club
es	Ath. Bilbao	244	Castillo	24	5400000	400000	fifa11-club
es	Ath. Bilbao	242	Amorebieta	25	4500000	350000	fifa11-club
es	Ath. Bilbao	243	Ocio	33	1600000	100000	fifa11-club
es	Ath. Bilbao	246	Martinez	21	24600000	1850000	fifa11-club
es	Ath. Bilbao	247	Orbaiz	31	3900000	300000	fifa11-club
es	Ath. Bilbao	248	Gurpegui	30	3800000	300000	fifa11-club
es	Ath. Bilbao	250	Llorente	25	33300000	2500000	fifa11-club
es	Ath. Bilbao	245	Muniain	17	12000000	900000	fifa11-club
es	Ath. Bilbao	249	Toquero	26	7000000	500000	fifa11-club
es	Ath. Bilbao	251	R. Fernandez	22	2000000	150000	appearance-db
es	Ath. Bilbao	255	Jose	21	2900000	200000	fifa11-club
es	Ath. Bilbao	253	Ustaritz	27	1600000	100000	fifa11-club
es	Ath. Bilbao	252	Koikili	29	1300000	100000	fifa11-club
es	Ath. Bilbao	259	Lopez	27	2800000	200000	fifa11-club
es	Ath. Bilbao	254	Susaeta	22	3100000	250000	fifa11-club
es	Ath. Bilbao	258	Gomez	20	3200000	250000	fifa11-club
es	Ath. Bilbao	256	Gabilondo	31	1700000	150000	fifa11-club
es	Ath. Bilbao	257	De Marcos	21	2200000	150000	fifa11-club
es	Ath. Bilbao	449	San Jose	21	6600000	500000	audited-addition
es	Ath. Bilbao	450	Iturraspe	21	3500000	250000	audited-addition
es	Ath. Bilbao	451	Aurtenetxe	18	2200000	150000	audited-addition
es	Ath. Bilbao	452	I. Perez	22	1300000	100000	audited-addition
es	Sporting	260	Pablo	31	2000000	150000	fifa11-club
es	Sporting	276	Pedro	22	2800000	200000	fifa11-club
es	Sporting	263	Gregory	29	1700000	150000	fifa11-club
es	Sporting	261	Lora	23	2400000	200000	fifa11-club
es	Sporting	262	Botia	21	2500000	200000	fifa11-club
es	Sporting	266	Eguren	29	3600000	250000	fifa11-club
es	Sporting	267	Ayoze	24	4100000	300000	fifa11-club
es	Sporting	265	Cases	22	4300000	300000	appearance-db
es	Sporting	269	Carmelo	27	3100000	250000	fifa11-club
es	Sporting	268	C. Castro	28	1900000	150000	fifa11-club
es	Sporting	270	Novo	31	2000000	150000	fifa11-club
es	Sporting	271	Cuellar	26	800000	50000	fifa11-club
es	Sporting	264	Canella	22	2400000	200000	fifa11-club
es	Sporting	273	Angel	20	1000000	100000	fifa11-club
es	Sporting	278	Moran	23	1500000	100000	fifa11-club
es	Sporting	279	Maldonado	25	1000000	100000	audited-retained
es	Sporting	277	A. Castro	28	800000	50000	fifa11-club
es	Sporting	275	Barral	27	1300000	100000	fifa11-club
es	Sporting	272	Gerard	30	800000	50000	audited-retained
es	Sporting	274	Bilic	29	800000	50000	fifa11-club
es	Sporting	453	Rivera	32	1100000	100000	audited-addition
es	Sporting	454	Sangoy	25	1000000	100000	audited-addition
es	Sporting	455	Jorge Garcia	23	1800000	150000	audited-addition
es	Osasuna	280	Ricardo	38	1200000	100000	fifa11-club
es	Osasuna	284	Monreal	24	2700000	200000	fifa11-club
es	Osasuna	281	Echaide	22	2400000	200000	fifa11-unique
es	Osasuna	282	Nelson	27	2000000	150000	fifa11-club
es	Osasuna	283	S. Fernandez	33	1100000	100000	appearance-db
es	Osasuna	288	Juanfran	25	5600000	400000	fifa11-club
es	Osasuna	285	Nekounam	29	3600000	250000	fifa11-club
es	Osasuna	287	Masoud	26	4500000	350000	fifa11-club
es	Osasuna	286	Punal	34	1700000	150000	fifa11-club
es	Osasuna	289	Aranda	30	2500000	200000	fifa11-club
es	Osasuna	290	Pandiani	34	1600000	100000	fifa11-club
es	Osasuna	291	Riesgo	26	1400000	100000	fifa11-club
es	Osasuna	292	Flano	26	1200000	100000	fifa11-club
es	Osasuna	293	Oier	24	900000	50000	fifa11-club
es	Osasuna	296	Lolo	26	1700000	150000	fifa11-club
es	Osasuna	297	Ruper	23	1700000	150000	fifa11-club
es	Osasuna	294	Vadocz	25	1200000	100000	fifa11-club
es	Osasuna	298	Lekic	25	1700000	150000	fifa11-club
es	Osasuna	295	Sola	24	1700000	150000	fifa11-club
es	Osasuna	299	Camunas	30	800000	50000	fifa11-club
es	Osasuna	456	Damia	28	1400000	100000	audited-addition
es	Osasuna	457	Calleja	32	1100000	100000	audited-addition
es	Osasuna	458	Annunziata	23	600000	50000	audited-addition
es	Levante	300	Reina	25	2200000	150000	fifa11-club
es	Levante	303	Nano	31	1600000	100000	fifa11-club
es	Levante	304	Juanfran	34	1100000	100000	fifa11-club
es	Levante	301	Cerra	27	1600000	100000	fifa11-club
es	Levante	302	Ballesteros	34	700000	50000	fifa11-club
es	Levante	307	Suarez	31	2400000	200000	fifa11-club
es	Levante	308	Juanlu	30	2700000	200000	fifa11-club
es	Levante	305	Pallardo	23	2500000	200000	fifa11-club
es	Levante	310	Caicedo	21	7300000	550000	fifa11-club
es	Levante	306	Nadal	24	4300000	300000	fifa11-club
es	Levante	309	Ruben	31	2000000	150000	fifa11-club
es	Levante	311	Mora	28	800000	50000	audited-retained
es	Levante	318	Del Horno	29	1100000	100000	fifa11-club
es	Levante	317	Rodas	22	1200000	100000	fifa11-club
es	Levante	316	Angel	27	800000	50000	audited-retained
es	Levante	313	Mossa	21	900000	50000	fifa11-club
es	Levante	315	Sergio	33	900000	50000	fifa11-club
es	Levante	319	Larrea	26	1300000	100000	fifa11-club
es	Levante	314	Pena	31	700000	50000	audited-retained
es	Levante	312	Jorda	26	1200000	100000	fifa11-club
es	Levante	140	Munua	32	1900000	150000	fifa11-club
es	Levante	459	Robuste	25	1900000	150000	audited-addition
es	Levante	460	Javi Venta	34	1100000	100000	audited-addition
es	Levante	461	Stuani	23	3500000	250000	audited-addition
es	Levante	462	Xisco	30	2000000	150000	audited-addition
es	Getafe	320	Codina	28	2700000	200000	fifa11-club
es	Getafe	327	Diaz	31	3700000	300000	fifa11-club
es	Getafe	321	Torres	24	4600000	350000	fifa11-club
es	Getafe	324	Mane	28	3600000	250000	fifa11-club
es	Getafe	333	Marcano	24	3500000	250000	fifa11-club
es	Getafe	322	Parejo	21	6200000	450000	fifa11-club
es	Getafe	325	Boateng	27	4900000	350000	fifa11-club
es	Getafe	335	Rios	28	3200000	250000	fifa11-club
es	Getafe	330	Manu	26	5400000	400000	fifa11-club
es	Getafe	329	Colunga	25	4200000	300000	fifa11-club
es	Getafe	339	Miku	25	4200000	300000	fifa11-club
es	Getafe	331	Ustari	24	900000	50000	fifa11-club
es	Getafe	323	Rafa	25	2300000	150000	fifa11-club
es	Getafe	332	Mario	28	800000	50000	fifa11-club
es	Getafe	326	Casquero	34	1500000	100000	fifa11-club
es	Getafe	336	Gavilan	25	3200000	250000	fifa11-club
es	Getafe	334	Sanchez	22	1900000	150000	fifa11-club
es	Getafe	328	Arizmendi	26	2700000	200000	fifa11-club
es	Getafe	337	Albin	24	1700000	150000	fifa11-club
es	Getafe	465	Sardinero	19	1000000	100000	audited-addition
es	Getafe	463	Victor Sanchez	22	2200000	150000	audited-addition
es	Getafe	464	Mosquera	22	1700000	150000	audited-addition
es	R. Sociedad	340	Bravo	27	2100000	150000	fifa11-club
es	R. Sociedad	341	Gonzalez	24	2300000	150000	fifa11-club
es	R. Sociedad	343	Martinez	24	1900000	150000	fifa11-club
es	R. Sociedad	344	Ansotegi	28	1400000	100000	fifa11-club
es	R. Sociedad	342	De la Bella	24	1700000	150000	fifa11-club
es	R. Sociedad	348	Griezmann	19	3200000	250000	fifa11-club
es	R. Sociedad	347	Xabi Prieto	27	2400000	200000	fifa11-club
es	R. Sociedad	346	Aranburu	31	1500000	100000	fifa11-club
es	R. Sociedad	345	Rivas	30	1600000	100000	fifa11-club
es	R. Sociedad	350	Llorente	30	5600000	400000	fifa11-club
es	R. Sociedad	349	Tamudo	32	2000000	150000	fifa11-club
es	R. Sociedad	351	Zubikarai	26	700000	50000	fifa11-club
es	R. Sociedad	355	Estrada	23	1200000	100000	fifa11-club
