club_id	player	identity_key	position	dob	appearances	source_url
eu_czech_sparta-praha	Jaromír Blažek	jaromirblazek	GK	29.12.1972	41	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Milan Švenger	milansvenger	GK	06.07.1986	0	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Lukáš Zich	lukaszich	GK	10.01.1985	0	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Daniel Zítka	danielzitka	GK	20.06.1975	5	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Adiaba Bondoa	adiababondoa	DEF	02.01.1987	14	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Erich Brabec	erichbrabec	DEF	24.02.1977	44	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Lukáš Hejda	lukashejda	DEF	09.03.1990	13	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Niklas Hoheneder	niklashoheneder	DEF	17.08.1986	20	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Jan Krob	jankrob	DEF	27.04.1987	2	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Ondřej Kušnír	ondrejkusnir	DEF	05.04.1984	17	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Manuel Pamić	manuelpamic	DEF	20.08.1986	41	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Roman Polom	romanpolom	DEF	11.01.1992	0	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Tomáš Řepka	tomasrepka	DEF	02.01.1974	35	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Tomáš Zápotočný	tomaszapotocny	DEF	13.09.1980	7	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Martin Abena	martinabena	MID	14.06.1986	8	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Luboš Hušek	luboshusek	MID	26.01.1984	1	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Pavel Kadeřábek	pavelkaderabek	MID	25.04.1992	2	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Jiří Kladrubský	jirikladrubsky	MID	19.11.1985	34	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Ladislav Krejčí	ladislavkrejci	MID	05.07.1992	4	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Juraj Kucka	jurajkucka	MID	26.02.1987	24	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Marek Matějovský	marekmatejovsky	MID	20.12.1981	36	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	David Pavelka	davidpavelka	MID	18.05.1991	3	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Jakub Podaný	jakubpodany	MID	15.06.1987	26	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Libor Sionko	liborsionko	MID	01.02.1977	36	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Kamil Vacek	kamilvacek	MID	18.05.1987	34	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Martin Zeman	martinzeman	MID	28.03.1989	15	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Igor Žofčák	igorzofcak	MID	10.04.1983	10	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Wilfried Bony	wilfriedbony	ATT	10.12.1988	24	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Jiří Jeslínek	jirijeslinek	ATT	30.09.1987	8	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Martin Jirouš	martinjirous	ATT	27.11.1986	0	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Václav Kadlec	vaclavkadlec	ATT	20.05.1992	37	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Andrej Kerić	andrejkeric	ATT	11.02.1986	15	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Leonard Kweuke	leonardkweuke	ATT	12.07.1987	38	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Miloš Lačný	miloslacny	ATT	08.03.1988	10	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Tomáš Pekhart	tomaspekhart	ATT	26.05.1989	11	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Jiří Skalák	jiriskalak	ATT	12.03.1992	0	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Lukáš Třešňák	lukastresnak	ATT	03.05.1988	6	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_sparta-praha	Štěpán Vachoušek	stepanvachousek	ATT	26.07.1979	6	https://www.eurofotbal.cz/kluby/cesko/sparta-praha/soupiska/2010-2011/
eu_czech_viktoria-plzen	Ľuboš Ilizi	lubosilizi	GK	13.10.1982	0	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	Lukáš Krbeček	lukaskrbecek	GK	27.10.1985	10	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	Roman Pavlík	romanpavlik	GK	17.01.1976	22	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	Martin Ticháček	martintichacek	GK	15.09.1981	4	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	Miloš Brezinský	milosbrezinsky	DEF	02.04.1984	17	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	David Bystroň	davidbystron	DEF	18.11.1982	31	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	Tomáš Hájovský	tomashajovsky	DEF	10.12.1982	4	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	David Limberský	davidlimbersky	DEF	06.10.1983	33	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	Jakub Navrátil	jakubnavratil	DEF	01.02.1984	19	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	Aleš Neuwirth	alesneuwirth	DEF	04.01.1985	7	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	František Rajtoral	frantisekrajtoral	DEF	12.03.1986	32	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	Siniša Rožman	sinisarozman	DEF	16.10.1990	0	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	František Ševinský	frantiseksevinsky	DEF	31.03.1979	17	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	Vladimír Darida	vladimirdarida	MID	08.08.1990	1	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	Jakub Dvořák II.	jakubdvorakii	MID	21.12.1989	0	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	Martin Fillo	martinfillo	MID	07.02.1986	12	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	Pavel Horváth	pavelhorvath	MID	22.04.1975	31	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	Martin Hruška	martinhruska	MID	11.05.1981	5	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	Petr Jiráček	petrjiracek	MID	02.03.1986	34	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	Daniel Kolář	danielkolar	MID	27.10.1985	34	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	Jan Mudra	janmudra	MID	22.01.1990	0	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	Milan Petržela	milanpetrzela	MID	19.06.1983	31	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	Tomáš Rada	tomasrada	MID	28.09.1983	20	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	Filip Rýdel	filiprydel	MID	30.03.1984	1	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	Martin Sladký	martinsladky	MID	01.03.1992	2	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	Petr Trapp	petrtrapp	MID	06.12.1985	11	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	David Vaněček	davidvanecek	MID	09.03.1991	3	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	Marek Bakoš	marekbakos	ATT	15.04.1983	27	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	Michal Ďuriš	michalduris	ATT	01.06.1988	24	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	Tomáš Krbeček	tomaskrbecek	ATT	27.10.1985	0	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	Michael Krmenčík	michaelkrmencik	ATT	15.03.1993	1	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	Bogdan Milić	bogdanmilic	ATT	24.11.1987	1	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	Jan Rezek	janrezek	ATT	05.05.1982	35	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	David Střihavka	davidstrihavka	ATT	04.03.1983	12	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	Dimitri Tatanašvili	dimitritatanasvili	ATT	19.10.1983	1	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_viktoria-plzen	Libor Žůrek	liborzurek	ATT	02.11.1979	1	https://www.eurofotbal.cz/kluby/cesko/viktoria-plzen/soupiska/2010-2011/
eu_czech_fk-jablonec	Vilém Fendrich	vilemfendrich	GK	22.01.1991	0	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_czech_fk-jablonec	Luděk Frydrych	ludekfrydrych	GK	03.01.1987	0	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_czech_fk-jablonec	Michal Špit	michalspit	GK	09.04.1975	24	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_czech_fk-jablonec	Roman Valeš	romanvales	GK	06.03.1990	12	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_czech_fk-jablonec	Vít Beneš	vitbenes	DEF	12.08.1988	16	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_czech_fk-jablonec	Pavel Drsek	paveldrsek	DEF	22.09.1976	22	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_czech_fk-jablonec	Lukáš Hejda	lukashejda	DEF	09.03.1990	6	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_czech_fk-jablonec	Tomáš Huber	tomashuber	DEF	29.08.1985	8	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_czech_fk-jablonec	Tomáš Jablonský	tomasjablonsky	DEF	21.06.1987	32	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_czech_fk-jablonec	Matej Krajčík	matejkrajcik	DEF	19.03.1978	13	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_czech_fk-jablonec	Martin Uvíra	martinuvira	DEF	04.04.1988	1	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_czech_fk-jablonec	Petr Zábojník	petrzabojnik	DEF	03.10.1980	15	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_czech_fk-jablonec	Pavel Eliáš	pavelelias	MID	26.11.1986	29	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_czech_fk-jablonec	Anes Haurdič	aneshaurdic	MID	01.03.1990	19	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_czech_fk-jablonec	Adam Hloušek	adamhlousek	MID	20.12.1988	0	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_czech_fk-jablonec	Marek Hovorka	marekhovorka	MID	24.10.1991	1	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_czech_fk-jablonec	Marek Jarolím	marekjarolim	MID	21.05.1984	30	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_czech_fk-jablonec	Luboš Loučka	lubosloucka	MID	25.08.1982	34	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_czech_fk-jablonec	Tomáš Michálek	tomasmichalek	MID	27.11.1977	3	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_czech_fk-jablonec	Petr Pavlík	petrpavlik	MID	17.07.1978	33	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_czech_fk-jablonec	Karel Piták	karelpitak	MID	28.01.1980	31	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_czech_fk-jablonec	Ondřej Vaněk	ondrejvanek	MID	05.07.1990	10	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_czech_fk-jablonec	Daniel Kocourek	danielkocourek	ATT	12.12.1986	3	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_czech_fk-jablonec	Jan Kovařík	jankovarik	ATT	19.06.1988	33	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_czech_fk-jablonec	David Lafata	davidlafata	ATT	18.09.1981	33	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_czech_fk-jablonec	Muris Mešanović	murismesanovic	ATT	06.07.1990	0	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_czech_fk-jablonec	Dušan Nulíček	dusannulicek	ATT	02.06.1988	0	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_czech_fk-jablonec	Tomáš Pekhart	tomaspekhart	ATT	26.05.1989	16	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_czech_fk-jablonec	Lukáš Třešňák	lukastresnak	ATT	03.05.1988	14	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_czech_fk-jablonec	Jan Vošahlík	janvosahlik	ATT	08.03.1989	32	https://www.eurofotbal.cz/kluby/cesko/fk-jablonec/soupiska/2010-2011/
eu_denmark_aab-aalborg	Nicolai Larsen	nicolailarsen	GK	09.03.1991	0	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Karim Zaza	karimzaza	GK	09.01.1975	34	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Jakob Ahlmann	jakobahlmann	DEF	18.01.1991	0	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Kasper Bøgelund	kasperbgelund	DEF	08.10.1980	16	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Denis Dedovic	denisdedovic	DEF	27.09.1991	0	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Michael Lumb	michaellumb	DEF	09.01.1988	14	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Dennis Marshall	dennismarshall	DEF	09.08.1985	18	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Lasse Nielsen	lassenielsen	DEF	08.01.1988	27	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Tobias Ørtoft	tobiasrtoft	DEF	14.07.1991	0	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Kenneth Petersen	kennethpetersen	DEF	15.01.1985	22	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Kjetil Waehler	kjetilwaehler	DEF	16.03.1976	33	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Lucas Andersen	lucasandersen	MID	13.09.1994	11	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Thomas Augustinussen	thomasaugustinussen	MID	20.03.1981	14	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Anders Due	andersdue	MID	17.03.1982	19	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Louay Chanko	louaychanko	MID	29.11.1979	26	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Daniel Christensen	danielchristensen	MID	19.09.1988	15	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Patrick Kristensen	patrickkristensen	MID	28.04.1987	19	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Kasper Kusk	kasperkusk	MID	10.11.1991	2	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Jens-Kristian Sørensen	jenskristiansrensen	MID	21.03.1987	13	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Mathias Wichmann	mathiaswichmann	MID	06.08.1991	29	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Rasmus Würtz	rasmuswurtz	MID	18.09.1983	32	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Jeppe Curth	jeppecurth	ATT	21.03.1984	25	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Henrik Dalsgaard	henrikdalsgaard	ATT	27.07.1989	16	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Nicklas Helenius	nicklashelenius	ATT	08.05.1991	30	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Daniel Holm	danielholm	ATT	30.07.1985	0	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Kayke	kayke	ATT	01.04.1988	9	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Jones Kusi-Asare	joneskusiasare	ATT	21.05.1980	3	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Dickson Nwakaeme	dicksonnwakaeme	ATT	21.04.1986	8	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Morten Rasmussen	mortenrasmussen	ATT	31.01.1985	14	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Chris Rolfe	chrisrolfe	ATT	17.01.1983	7	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Ronnie Schwartz	ronnieschwartz	ATT	29.08.1989	17	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_aab-aalborg	Marcus Tracy	marcustracy	ATT	02.10.1986	0	https://www.eurofotbal.cz/kluby/dansko/aalborg-bk/soupiska/2010-2011/
eu_denmark_esbjerg-fb	Lukas Hradecky	lukashradecky	GK	24.11.1989	15	https://www.eurofotbal.cz/kluby/dansko/esbjerg-fb/soupiska/2010-2011/
eu_denmark_esbjerg-fb	Tommy Ladefoged	tommyladefoged	GK	31.01.1991	0	https://www.eurofotbal.cz/kluby/dansko/esbjerg-fb/soupiska/2010-2011/
eu_denmark_esbjerg-fb	Lars Winde	larswinde	GK	03.12.1975	22	https://www.eurofotbal.cz/kluby/dansko/esbjerg-fb/soupiska/2010-2011/
eu_denmark_esbjerg-fb	Jakob Ankersen	jakobankersen	DEF	22.09.1990	19	https://www.eurofotbal.cz/kluby/dansko/esbjerg-fb/soupiska/2010-2011/
eu_denmark_esbjerg-fb	Kevin Conboy	kevinconboy	DEF	15.10.1987	33	https://www.eurofotbal.cz/kluby/dansko/esbjerg-fb/soupiska/2010-2011/
eu_denmark_esbjerg-fb	Davidson Drobo-Ampem	davidsondroboampem	DEF	26.03.1988	7	https://www.eurofotbal.cz/kluby/dansko/esbjerg-fb/soupiska/2010-2011/
eu_denmark_esbjerg-fb	Kian Hansen	kianhansen	DEF	03.03.1989	22	https://www.eurofotbal.cz/kluby/dansko/esbjerg-fb/soupiska/2010-2011/
eu_denmark_esbjerg-fb	Nicolai Høgh	nicolaihgh	DEF	09.11.1983	32	https://www.eurofotbal.cz/kluby/dansko/esbjerg-fb/soupiska/2010-2011/
eu_denmark_esbjerg-fb	Jonas Knudsen	jonasknudsen	DEF	16.09.1992	7	https://www.eurofotbal.cz/kluby/dansko/esbjerg-fb/soupiska/2010-2011/
eu_denmark_esbjerg-fb	Martin Rauschenberg	martinrauschenberg	DEF	15.01.1992	4	https://www.eurofotbal.cz/kluby/dansko/esbjerg-fb/soupiska/2010-2011/
eu_denmark_esbjerg-fb	Fredrik Risp	fredrikrisp	DEF	15.12.1980	25	https://www.eurofotbal.cz/kluby/dansko/esbjerg-fb/soupiska/2010-2011/
eu_denmark_esbjerg-fb	Sebastian Andersen	sebastianandersen	MID	23.12.1988	15	https://www.eurofotbal.cz/kluby/dansko/esbjerg-fb/soupiska/2010-2011/
eu_denmark_esbjerg-fb	Martin Braithwaite	martinbraithwaite	MID	05.06.1991	18	https://www.eurofotbal.cz/kluby/dansko/esbjerg-fb/soupiska/2010-2011/
eu_denmark_esbjerg-fb	Martin Fribrock	martinfribrock	MID	28.08.1984	0	https://www.eurofotbal.cz/kluby/dansko/esbjerg-fb/soupiska/2010-2011/
eu_denmark_esbjerg-fb	Thomas Gaardsøe	thomasgaardse	MID	23.01.1979	10	https://www.eurofotbal.cz/kluby/dansko/esbjerg-fb/soupiska/2010-2011/
eu_denmark_esbjerg-fb	Jesper Jørgensen	jesperjrgensen	MID	09.05.1984	20	https://www.eurofotbal.cz/kluby/dansko/esbjerg-fb/soupiska/2010-2011/
eu_denmark_esbjerg-fb	Morten Karlsen	mortenkarlsen	MID	25.03.1979	16	https://www.eurofotbal.cz/kluby/dansko/esbjerg-fb/soupiska/2010-2011/
eu_denmark_esbjerg-fb	Jeppe Mehl	jeppemehl	MID	21.09.1986	33	https://www.eurofotbal.cz/kluby/dansko/esbjerg-fb/soupiska/2010-2011/
eu_denmark_esbjerg-fb	Peter Nymann	peternymann	MID	22.08.1982	34	https://www.eurofotbal.cz/kluby/dansko/esbjerg-fb/soupiska/2010-2011/
eu_denmark_esbjerg-fb	Johan Persson	johanpersson	MID	20.06.1984	6	https://www.eurofotbal.cz/kluby/dansko/esbjerg-fb/soupiska/2010-2011/
eu_denmark_esbjerg-fb	Søren Rieks	srenrieks	MID	07.04.1987	29	https://www.eurofotbal.cz/kluby/dansko/esbjerg-fb/soupiska/2010-2011/
eu_denmark_esbjerg-fb	Mikael Rynell	mikaelrynell	MID	25.02.1982	1	https://www.eurofotbal.cz/kluby/dansko/esbjerg-fb/soupiska/2010-2011/
eu_denmark_esbjerg-fb	Arnór Smárason	arnorsmarason	MID	07.09.1988	25	https://www.eurofotbal.cz/kluby/dansko/esbjerg-fb/soupiska/2010-2011/
eu_denmark_esbjerg-fb	Mikkel Vendelbo	mikkelvendelbo	MID	15.08.1987	36	https://www.eurofotbal.cz/kluby/dansko/esbjerg-fb/soupiska/2010-2011/
eu_denmark_esbjerg-fb	Kevin Timm Bechmann	kevintimmbechmann	ATT	09.07.1989	5	https://www.eurofotbal.cz/kluby/dansko/esbjerg-fb/soupiska/2010-2011/
eu_denmark_esbjerg-fb	Kennie Chopart	kenniechopart	ATT	01.06.1990	2	https://www.eurofotbal.cz/kluby/dansko/esbjerg-fb/soupiska/2010-2011/
